30347257,1417,,treats,,Sevoflurane,,,,Inflammation,,,,,
24413653,546,,treats,,Fenbendazole,,,,helminthiasis,,,,,
30376577,1300,,treats,,Sodium Chloride,,,,Ascites,,,,,
9783282,549,,treats,,Thiabendazole,,,,helminthiasis,,,,,
16658505,551,,affects,,Albendazole,,,,malaria,,,,,
16658503,551,,disrupts,,Albendazole,,,,malaria,,,,,
11239060,551,,affects,,Albendazole,,,,filariasis,,,,,
9492446,551,,treats,,Albendazole,,,,filariasis,,,,,
15248433,551,,prevents,,Albendazole,,,,filariasis,,,,,
25735916,551,,affects,,Albendazole,,,,trichuriasis,,,,,
9588560,551,,treats,,Albendazole,,,,trichuriasis,,,,,
21848143,551,,causes,,Albendazole,,,,helminthiasis,,,,,
13946207,551,,affects,,Albendazole,,,,helminthiasis,,,,,
8712067,551,,treats,,Albendazole,,,,helminthiasis,,,,,
24729219,551,,disrupts,,Albendazole,,,,helminthiasis,,,,,
13732336,551,,prevents,,Albendazole,,,,helminthiasis,,,,,
18452252,551,,affects,,Albendazole,,,,toxocariasis,,,,,
10114050,551,,treats,,Albendazole,,,,toxocariasis,,,,,
30355168,1300,,treats,,Sodium Chloride,,,,heart disorder,,,,,
10750815,551,,treats,,Albendazole,,,,onchocerciasis,,,,,
7620262,551,,treats,,Albendazole,,,,Hookworm Infections,,,,,
13637338,551,,disrupts,,Albendazole,,,,Hookworm Infections,,,,,
24685635,551,,affects,,Albendazole,,,,filarial elephantiasis,,,,,
7640018,551,,treats,,Albendazole,,,,filarial elephantiasis,,,,,
7226097,551,,treats,,Albendazole,,,,cysticercosis,,,,,
22678969,551,,treats,,Albendazole,,,,Infection,,,,,
25678577,553,,treats,,Latamoxef,,,,bacterial infectious disease,,,,,
21214366,554,,affects,,Ibuprofen,,,,bronchopulmonary dysplasia,,,,,
30645203,953,,treats,,Midazolam,,,,Agitation,,,,,
14332005,554,,predisposes,,Ibuprofen,,,,bronchopulmonary dysplasia,,,,,
24384432,554,,affects,,Ibuprofen,,,,migraine disorder,,,,,
8452594,554,,treats,,Ibuprofen,,,,migraine disorder,,,,,
30647282,1538,,treats,,Finasteride,,,,benign prostatic hyperplasia,,,,,
