1001,,,,,"This study investigated worm control practices by free-range egg farmers and the efficacy of the commercial anthelmintics levamisole (LEV), piperazine (PIP), flubendazole (FLBZ) and fenbendazole (FBZ) against gastrointestinal nematodes on two free-range layer farms in Australia.",,,,
1002,,,,,[The treatment of helminthiasis with thiabendazole].,,,,
1003,,,,,The control of STH infections is based on preventive chemotherapy using either albendazole or mebendazole.,,,,
1004,,,,,"A double-blind clinical trial was conducted in Monagas State, Venezuela to assess the tolerance and efficacy of albendazole in the therapy of Onchocerca volvulus infection.",,,,
1005,,,,,"The treatment of cutaneous larva migrans and Toxocara infection relies on antihelminthic agents such as thiabendazole, albendazole and ivermectin.",,,,
1006,,,,,"Three randomized clinical studies were conducted in 2000 to evaluate the efficacy of nitazoxanide paediatric suspension compared to albendazole in the treatment of ascariasis and trichuriasis and praziquantel in the treatment of hymenolepiasis in children from Cajamarca, Peru.",,,,
1007,,,,,"Today, the only way is the prophylactic control of Onchocerca vovulus infections and treating lymphatic filariosis with ivermectin, diethylcarbamacine, ivermectin/diethylcarbamazine. or ivermectin/albendazole combinations.",,,,
1008,,,,,The study population was assessed for helminthic infection and those found to be positive were randomly assigned to either an albendazole treatment group or a control group who received a placebo.,,,,
1009,,,,,"To determine the host factors involved in response to treatment, 46 patients with strongyloidiasis were treated with albendazole, followed-up for 1 year, and separated into two groups: cured and non-cured.",,,,
1010,,,,,The role of albendazole in programmes to eliminate lymphatic filariasis.,,,,
1011,,,,,On the basis of our results the single 400 mg dose of albendazole is the treatment of choice for hookworm infections in this region of Mali.,,,,
1012,,,,,The efficacy of albendazole (15 mg/kg/d for 1 week) was compared with praziquantel (100 mg/kg in three divided doses at 2-hour intervals) for therapy of parenchymal brain cysticercosis.,,,,
1013,,,,,"Clinical efficacy and safety of a new oxacephem, moxalactam, in serious bacterial infections.",,,,
1014,,,,,A comparison of the short-term effects of ibuprofen and diclofenac in spondylosis.,,,,
1015,,,,,"The data suggest that ibuprofen is more effective than placebo for the relief of symptoms associated with UV-B-induced inflammation after high dose UV-B phototherapy for psoriasis, but the drug has limited usefulness in the treatment of sunburn reaction from these same doses.",,,,
1016,,,,,"Huoxue Huayu Recipe combined with ibuprofen can reduce inflammatory factors levels in patients with ankle fracture, improve isokinetic muscle strength and ankle function, and accelerate the recovery of patients.",,,,
1017,,,,,"Treatment of newborn rat pups with ibuprofen reduced pulmonary vessel density in the developing lung, but also attenuated experimental BPD by reducing lung inflammation, alveolar enlargement, alveolar septum thickness and small arteriolar wall thickening.",,,,
